Date,AAPL_Close,AAPL_High,AAPL_Low,AAPL_Open,AAPL_Volume,GOOG_Close,GOOG_High,GOOG_Low,GOOG_Open,GOOG_Volume,TSLA_Close,TSLA_High,TSLA_Low,TSLA_Open,TSLA_Volume,SPY_Close,SPY_High,SPY_Low,SPY_Open,SPY_Volume
2022-02-17,166.36990356445312,169.35486679359227,165.96599387855787,168.4879416203525,69589300,131.83480834960938,136.34957699668786,131.72868331835218,135.66254665465073,30968000,292.1166687011719,306.1666564941406,291.3666687011719,304.4200134277344,55178400,418.2784729003906,427.3798145565786,417.6659904347528,424.17376631374515,102259100
2022-02-18,164.8133544921875,168.00518742290222,163.71985227614857,167.29590290762562,82772700,130.00038146972656,133.34487040132638,129.8405097537092,132.56118730761273,31858000,285.6600036621094,295.6233215332031,279.2033386230469,295.3333435058594,68501700,415.570068359375,419.80969324141455,413.26362854344836,418.5368302909933,132642900
2022-02-22,161.877685546875,164.2124549433413,159.73992547123078,162.52786440797053,91162800,128.93919372558594,131.42850964645913,127.28364340375532,129.51961244514993,38906000,273.84332275390625,285.57666015625,267.0333251953125,278.0433349609375,83288100,411.11029052734375,416.7854563215084,407.5596976436782,413.3306012306589,124391800
2022-02-23,157.69085693359375,163.68047553080768,157.37560593795362,163.07954147336417,90009200,127.12821960449219,131.27730552010405,127.04701418814436,130.60921954374385,26432000,254.67999267578125,278.4333190917969,253.52000427246094,276.80999755859375,95256900,403.8177795410156,414.6417586110405,403.2435571795435,414.0675362495683,132578000
2022-02-24,160.3211669921875,160.42953264062146,149.74079243125084,150.31217357463046,141147500,132.198486328125,132.5606949977913,124.31781364241006,124.55246702373462,43166000,266.92333984375,267.49334716796875,233.3333282470703,233.4633331298828,135322200,409.89483642578125,410.3350900718433,392.99375772002986,393.35740361011335,213942900
2022-02-25,162.3998260498047,162.66580219316097,158.47897031474255,161.40482814763232,91974200,134.0378875732422,134.90428135916164,131.29324802809984,133.0474430555504,26236000,269.9566650390625,273.1666564941406,260.79998779296875,269.74334716796875,76067700,418.93878173828125,419.02491070722886,409.47376588861783,411.1485639880856,121804500
2022-02-28,162.665771484375,162.96131550875083,160.01575128472777,160.63639223271767,95056600,134.40805053710938,135.15486354343403,132.34969650691255,132.80729603156396,29676000,290.1433410644531,292.28668212890625,271.57000732421875,271.6700134277344,99006900,417.8668518066406,419.3693917387297,412.19168669440745,413.4645202048917,145615000
2022-03-01,160.7742919921875,164.12376549051976,159.56257816898673,162.2519969094539,83474400,133.68765258789062,135.62368947087188,132.90097415946244,133.99853204182602,24640000,288.1233215332031,296.6266784667969,284.59332275390625,289.8933410644531,74766900,411.5026550292969,418.3836844230095,408.7559618376784,416.3452113728505,137785900
2022-03-02,164.08438110351562,164.87249354079174,160.52803669540245,161.94663607610053,79724800,134.26905822753906,135.12996335459587,132.95478026640944,134.12632157754155,23966000,293.2966613769531,295.49334716796875,281.42333984375,290.7099914550781,74643300,419.0727844238281,420.82413189155534,413.0243636370108,413.7899739516777,117726500
2022-03-03,163.75929260253906,166.3994671487369,163.08940676711282,165.96600453428687,76678400,133.82716369628906,136.2243581797874,132.95330453147292,135.4916848558496,19780000,279.7633361816406,295.4800109863281,277.5333251953125,292.92333984375,61623600,416.9864501953125,422.15439293275494,415.1585241377455,421.5419105106347,105501700
2022-03-04,160.74476623535156,163.0893965768349,159.6906776997061,162.04515399744983,83737200,131.6489715576172,133.71854656188182,129.94160524814606,132.9049719802422,24446000,279.42999267578125,285.2166748046875,275.0533447265625,283.0333251953125,66999600,413.59857177734375,414.74698720991927,409.4929157809473,413.1966073919381,113978200
2022-03-07,156.9322967529297,162.56728050558442,156.67615156199417,160.93194979420673,96418800,126.01173400878906,131.43176609508782,125.95743235220127,131.43176609508782,39178000,268.1933288574219,288.71331787109375,268.19000244140625,285.4333190917969,72494100,401.4059753417969,413.7229126921789,401.3389764176622,413.0051421779967,137896600
2022-03-08,155.0999298095703,160.4590760477699,153.4843061670537,156.45942331275887,131148300,126.82281494140625,130.7766108324504,125.41013572795455,125.79849555692755,35250000,274.79998779296875,283.3299865722656,260.72332763671875,265.1766662597656,80399100,398.3627014160156,408.85171475785677,397.2812556557022,401.58787945479423,164772700
2022-03-09,160.52801513671875,160.9811846126907,157.04063798751446,159.0798630494071,91454900,133.38671875,133.71803256204845,129.6222451923781,130.92954432969916,32258000,286.3233337402344,286.85333251953125,277.336669921875,279.82666015625,59184000,409.04315185546875,411.0529155674497,404.65039887128705,406.8707098141644,116990800
2022-03-10,156.16387939453125,158.00608027819325,153.66162367046195,157.81890189348016,105342000,132.20697021484375,133.06039483944383,130.93055069471362,130.99182345374408,24266000,279.4333190917969,284.8166809082031,270.1199951171875,283.8166809082031,58648500,407.1960754394531,408.10523405019,402.372648611678,404.3632529816223,93972700
2022-03-11,152.43023681640625,156.91261296741504,152.2036595257478,156.56780902041552,96970100,130.00836181640625,133.7195297958175,129.83000182653996,133.51974714584367,26600000,265.1166687011719,281.26666259765625,264.5899963378906,280.0666809082031,67037100,402.0185852050781,410.344707682574,401.5017821307263,409.7226455926831,95636300
2022-03-14,148.3813018798828,151.8292807234323,147.86904156044886,149.19896723804965,108732100,126.28723907470703,130.55690156260897,125.96041806350173,130.1055204744434,30254000,255.4566650390625,266.8999938964844,252.01333618164062,260.2033386230469,71152200,399.0804748535156,406.30602092919,397.92247973490345,402.80332591607095,95729200
2022-03-15,152.7848663330078,153.2577428312749,148.14488031272373,148.65714063785396,92964300,129.1962890625,130.04995695836078,126.1148546263226,127.28415325372953,30292000,267.2966613769531,268.5233459472656,252.19000244140625,258.42333984375,66841200,407.8564147949219,408.4976068523178,400.43945181050805,401.7314155460901,106219100
2022-03-16,157.2179718017578,157.62188148073074,152.1642304485378,154.71573104732857,102300200,133.21185302734375,133.2920549603963,128.7384248661199,130.53097988127888,32058000,280.07666015625,280.6666564941406,267.4200134277344,269.6666564941406,84028800,416.9002380371094,416.95765734003334,406.5451953861939,411.4164901647757,144954800
2022-03-17,158.23265075683594,158.60700751026562,155.28710166640653,156.25253141620664,75615400,134.11859130859375,134.25710119546162,132.24382730089576,132.84367697889772,23994000,290.5333251953125,291.6666564941406,275.239990234375,276.9966735839844,66582900,422.11614990234375,422.11614990234375,414.5747681100891,414.9575732901392,102676900
2022-03-18,161.54270935058594,162.03527769294337,157.38543133852977,158.1242838520659,123511700,136.3117218017578,136.42332033291746,132.4560837751494,133.4046712900064,45900000,301.7966613769531,302.6166687011719,289.1300048828125,291.4966735839844,100414200,426.73944091796875,427.0658375946796,419.73144850711753,420.48024777648766,106345500
2022-03-21,162.92193603515625,163.87751997618588,160.58715149363252,161.07971991552427,95811400,135.98988342285156,137.0899348016875,134.1295632311658,136.35756562229858,26632000,307.0533447265625,314.2833251953125,302.36334228515625,304.99334716796875,81981600,426.6146545410156,428.60183339554396,423.05303143961345,426.56663693582357,88349800
2022-03-22,166.31077575683594,166.9018487251118,162.45888786413715,163.04996083241298,81532000,139.7752685546875,140.993395354362,136.01129657858948,136.01129657858948,29776000,331.32666015625,332.6199951171875,307.25,310.0,105868500,431.606689453125,432.5570807232377,428.02587647564286,428.02587647564286,74650400
2022-03-23,167.68014526367188,170.07402052830085,165.15818236981434,165.49314031396403,98062700,138.0076141357422,139.5236663876036,137.6718302962994,138.64035039393787,25302000,333.03668212890625,346.8999938964844,325.4666748046875,326.64666748046875,120676200,426.04827880859375,430.55068422258705,425.9618822653039,429.03389607889636,79426100
2022-03-24,171.4827880859375,171.55173985257596,167.68015903541058,168.51751638457037,90131400,140.80606079101562,140.89026142032628,137.5451793229498,138.77387297706383,20544000,337.97332763671875,341.4966735839844,329.6000061035156,336.57666015625,68920800,432.4707336425781,432.4803430251999,426.96994802958653,428.10274189682093,64736900
2022-03-25,172.12310791015625,172.67478212909984,170.18238715508997,171.29559658174085,80546200,141.01483154296875,141.45126696496231,139.19934837160545,141.24649733376881,19270000,336.8800048828125,340.6000061035156,332.44000244140625,336.0,62031600,434.5826721191406,434.8610804950929,430.4930602054369,433.1138723792305,77101300
2022-03-28,172.99002075195312,173.11807830876265,169.4435224096512,169.61099385470519,90371900,141.44178771972656,141.4681973448859,139.32754290350204,140.18081554228567,23774000,363.9466552734375,365.9599914550781,351.20001220703125,355.0333251953125,102506100,437.6738586425781,437.6738586425781,432.05784950954336,433.9778506287421,68529800
2022-03-29,176.30007934570312,176.3493241575945,173.7190108396555,174.06381471485844,100589400,142.73712158203125,143.64636063712274,141.97385764763695,142.64794919552057,28678000,366.5233459472656,371.5899963378906,357.7033386230469,369.3299865722656,73614900,443.08831787109375,443.5875369924363,438.8931194380086,441.61951795040653,86581500
2022-03-30,175.12777709960938,176.940425244863,174.0736734844487,175.89618261840158,92633200,142.1337890625,142.96679446293496,141.65899362107518,142.35847610724753,21046000,364.663330078125,371.3166809082031,361.3333435058594,363.72332763671875,59865000,440.3523254394531,442.75232714928904,438.21151336739695,441.9267113267196,79666900
2022-03-31,172.01470947265625,175.38387498077014,171.80782416398608,175.19669661387624,103049300,139.14952087402344,142.13379306131586,139.11912776162077,141.93849564820312,29516000,359.20001220703125,367.71331787109375,358.8800048828125,364.8566589355469,48992700,433.57464599609375,440.4098449649705,433.1138352027156,439.57464920569635,121699900
2022-04-01,171.71920776367188,172.28074300264421,169.38443815993526,171.44337063884205,78751300,140.19627380371094,140.4453787732286,138.30008689737573,139.50874165517646,23480000,361.5299987792969,364.9166564941406,355.5466613769531,360.3833312988281,54263100,434.8034973144531,435.3218765597975,431.17469611257184,435.17788232497963,89048800
2022-04-04,175.78781127929688,175.83707112521444,171.84726411780443,171.97533671079117,76468400,143.1282196044922,143.52802814664352,140.32030047713258,140.32030047713258,19076000,381.8166809082031,383.3033447265625,357.510009765625,363.1266784667969,82035900,438.5282897949219,438.6339051019135,434.1699078920311,435.0051037787768,59601000
2022-04-05,172.45806884765625,175.64991791768637,171.82758181268696,174.8618053659756,73401800,140.5579833984375,143.0759293007277,140.43890440933222,142.88612055455937,19256000,363.7533264160156,384.2900085449219,362.4333190917969,378.76666259765625,80075100,432.98907470703125,439.5170671475904,431.8274821700478,437.01147961365575,74214500
2022-04-06,169.27606201171875,171.0493112985937,167.60133241989047,169.79818332507708,89058800,136.6848602294922,139.34779241910164,135.92968492374146,138.66325562973975,23574000,348.586669921875,359.6666564941406,342.5666809082031,357.8233337402344,89348400,428.65948486328125,430.97308997332436,425.7314945642103,429.014709717459,106898000
2022-04-07,169.58145141601562,170.7833195377172,167.32549471465475,168.61602154238474,77594700,135.97642517089844,137.20850945122552,134.3744388907678,136.12887727957656,19448000,352.4200134277344,358.86334228515625,340.5133361816406,350.7966613769531,79447200,430.8194580078125,432.66267204741945,425.78906424707714,427.7666631360789,78097200
2022-04-08,167.56192016601562,169.2268038174018,166.68514898671697,169.2268038174018,76575500,133.5307159423828,135.76220006872748,133.27364400839014,135.76220006872748,16434000,341.8299865722656,349.4800109863281,340.8133239746094,347.7366638183594,55013700,429.66748046875,432.6050799944686,428.1026747854182,430.05147485374647,79272700
2022-04-11,163.2864227294922,166.51767019391744,163.04013853231345,166.2024342381658,72246700,129.331787109375,132.46323559117815,129.15342712617422,132.4241761080273,24188000,325.30999755859375,336.15667724609375,324.8800048828125,326.79998779296875,59357100,422.323486328125,427.2002765950259,421.814687170573,426.34586197932674,89770500
2022-04-12,165.1680450439453,167.34518902716218,164.16320126523246,165.52269490513837,79265200,127.9148941040039,131.94939398698094,127.11925280790574,131.94939398698094,23004000,328.98333740234375,340.39666748046875,325.5333251953125,332.5466613769531,65976000,420.7586669921875,427.9202631938268,419.18425196133813,425.357048726688,84363600
2022-04-13,167.86729431152344,168.4977812231989,164.2912581707364,164.90203813867376,70618900,129.8195343017578,130.18796146391648,127.97875166104674,128.16597566545502,19542000,340.7900085449219,342.0799865722656,324.3666687011719,327.02667236328125,55121100,425.57781982421875,426.3458085063883,420.32661591101356,420.5090183499847,74070400
2022-04-14,162.833251953125,168.72438072783297,162.586967757821,168.08403280084593,75329400,126.79740905761719,130.24228395600474,126.65642088404626,130.1817561959502,23484000,328.3333435058594,337.57000732421875,327.39666748046875,333.0966796875,58422300,420.2786560058594,426.9410622778662,420.173040709212,425.8082393443114,97869500
2022-04-18,162.6165313720703,164.12378940474295,161.13882623948976,161.4836150845622,69023900,127.50286865234375,128.2511869538915,126.1252730127569,126.95384646800288,14918000,334.7633361816406,338.3066711425781,324.4700012207031,329.6766662597656,51715200,420.45147705078125,422.160277000134,418.1858603298236,419.3378728044657,66002500
2022-04-19,164.91189575195312,165.32566643973334,161.47377791030922,162.5672803691689,67723800,130.0636749267578,130.4350821252212,126.99519434369422,127.61845083554822,22720000,342.7166748046875,344.9800109863281,331.77667236328125,335.0199890136719,49847700,427.2386779785156,427.96825851732666,420.17305828262903,420.3458513604874,77821000
2022-04-20,164.74441528320312,166.36989994769078,163.63122097212312,166.25167331536827,67929800,127.7863540649414,131.45117988438113,127.43616426035942,130.8139735581017,22610000,325.73333740234375,344.6666564941406,325.0833435058594,343.3333435058594,70711200,426.9218444824219,429.66746134186644,425.7410625335433,429.04346683191295,65224400
2022-04-21,163.94644165039062,168.98049059953183,163.44402736378478,166.39943735274457,87227800,124.49019622802734,129.840965579761,124.20372706177547,128.8869045876794,30158000,336.260009765625,364.0733337402344,332.1400146484375,358.24334716796875,105416400,420.53790283203125,432.00992287579226,419.6163103663754,430.5987206798366,85417300
2022-04-22,159.38526916503906,165.37490244633076,159.09958611983004,163.98587104446065,84882400,119.18575286865234,125.00285653765165,118.71395260766738,124.5524713347569,46410000,335.01666259765625,344.95001220703125,331.3333435058594,338.3033447265625,69696600,408.9986877441406,420.55707455027704,408.42268149107883,419.4338901888569,132471800
2022-04-25,160.4590606689453,160.74474368035393,156.10475852573447,158.7252105627672,96046400,122.8087387084961,122.8366383408899,118.34402971544009,119.0019136901976,34522000,332.67333984375,336.2066650390625,325.1000061035156,326.3233337402344,68341200,411.369873046875,411.54266612637855,402.0866542060726,406.7234735843411,119647700
2022-04-26,154.4694366455078,159.9270873168943,154.3906239061385,159.83842862210122,95623200,119.07814025878906,122.31052934488176,118.73522564748922,122.31052934488176,49394000,292.1400146484375,333.3333435058594,291.6666564941406,331.80999755859375,136133700,399.45623779296875,408.99864567726297,399.4274389481225,408.797024466447,103996300
2022-04-27,154.2428741455078,157.4150007741114,153.07055896241795,153.59268025761008,88063200,114.60870361328125,117.07932632115738,112.7192446989998,113.96352270601636,62238000,293.836669921875,306.0,292.4533386230469,299.52667236328125,76956300,400.5794677734375,406.00349497952044,398.40988618789964,400.5506689253032,122030000
2022-04-28,161.20779418945312,162.07471943122334,156.56779299297258,156.88304400161465,130216800,118.98397827148438,120.00730179995185,114.7316562557936,116.69569911648658,36790000,292.5033264160156,300.0,273.8999938964844,299.99334716796875,124948500,410.6978454589844,412.4546629252452,400.89624774811995,405.3986528084858,105449100
2022-04-29,155.3068084716797,163.7297310076839,154.91275976964212,159.43453401469895,131747600,114.55489349365234,118.5340956253253,114.28337001697713,117.15704732652016,33694000,290.2533264160156,311.4666748046875,290.0,300.75,88133100,395.5202331542969,408.83543631594483,394.76182450409937,406.6466361975492,145491100
2022-05-02,155.61221313476562,155.87818924361486,150.99191920912216,154.38079215381563,123055300,116.73754119873047,116.91939053184562,112.99349445707217,113.49868301870562,30280000,300.9800109863281,302.1199951171875,282.6766662597656,286.92333984375,75781500,397.901123046875,399.28352647632454,388.8194948206776,395.58751771421146,158312500
2022-05-03,157.10963439941406,158.3213636541566,153.9966131048799,155.799400470235,88966500,117.70657348632812,118.87288455899288,116.20945031199425,116.34695673020803,21216000,303.0833435058594,308.02667236328125,296.1966552734375,301.05999755859375,63709500,399.7250671386719,402.1730570272212,396.82584648510385,398.40987096264143,100028200
2022-05-04,163.55242919921875,164.00558374657948,156.89289426291103,157.29680399181643,108256500,122.13615417480469,122.70212141288972,115.32413573355524,117.58102597665066,33232000,317.5400085449219,318.5,295.09332275390625,301.3133239746094,81643800,411.89788818359375,412.473894449248,397.16187193034256,400.3970695247512,144247900
2022-05-05,154.43988037109375,161.64122704261723,152.64692441162111,161.41464981687918,130525300,116.3285140991211,120.7992056736397,114.7701182637869,119.79007526736054,43090000,291.09332275390625,315.20001220703125,285.8999938964844,313.00665283203125,92519100,397.25787353515625,408.0002833390586,393.0626753092673,407.5682713202944,172929100
2022-05-06,155.16995239257812,157.30097774874963,152.11153553580905,153.91698631916998,116124600,115.24591064453125,117.07782170539609,113.7343360014804,115.10540901478998,35310000,288.54998779296875,296.0,281.03668212890625,295.6666564941406,72903000,394.8866271972656,398.20822093478495,389.50103811323004,394.6562364376596,151770800
2022-05-09,150.01998901367188,153.73941561249285,149.45764385540176,152.85148081205793,131577900,112.67913055419922,115.14915257563169,112.14853582141485,112.89784237811759,34520000,262.3699951171875,281.8766784667969,260.3833312988281,278.8166809082031,90810300,382.24346923828125,390.153865168307,380.64025527247725,388.8962666686615,155586100
2022-05-10,152.43710327148438,154.63719664476065,150.87829859313095,153.4335628431723,115366700,114.17426300048828,116.27321994499016,112.97736120235442,115.62504384419059,31158000,266.67999267578125,275.1199951171875,258.0833435058594,273.10333251953125,84401700,383.1266174316406,389.83701192649266,379.0274256145316,388.3106145618517,132497200
2022-05-11,144.53460693359375,153.36453383442003,143.85386132504854,151.44069736728082,142689800,113.55298614501953,116.25328267144218,113.24310259240465,113.30338708010763,36502000,244.6666717529297,269.92333984375,242.39999389648438,265.0,97224600,377.040283203125,387.8786995472193,376.2818744303427,382.1474940705117,142361000
2022-05-12,140.64744567871094,144.23861168034963,136.9378943865604,140.8546349911873,182602000,112.755859375,114.4452846964653,109.71926955329684,111.53723843626837,41464000,242.6666717529297,253.22000122070312,226.6666717529297,233.6666717529297,140313000,376.6466369628906,379.96823088051195,369.7442302121438,373.795433970601,125090800
